Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::S.85	34620	0.996	4308.516	12.445%	920.287	9.193%	0.01713	0.995
Eso-AdenoCA::S.86	45559	0.993	7888.26	17.314%	1351.653	12.166%	0.02787	0.991
Eso-AdenoCA::S.87	37207	0.995	5401.451	14.517%	1137.26	10.451%	0.01769	0.994
Eso-AdenoCA::S.88	14691	0.98	2575.651	17.532%	438.288	20.12%	0.0257	0.962
Eso-AdenoCA::S.89	40454	0.995	5705.937	14.105%	874.718	9.939%	0.0193	0.994
Eso-AdenoCA::S.90	56193	0.98	13248.125	23.576%	2082.163	20.719%	0.0554	0.97
Eso-AdenoCA::S.91	18421	0.969	3999.595	21.712%	619.49	24.92%	0.03834	0.928
Eso-AdenoCA::S.92	33499	0.992	4623.154	13.801%	759.26	12.725%	0.01706	0.988
Eso-AdenoCA::S.93	29918	0.988	4174.7	13.954%	605.521	15.532%	0.01458	0.968
Eso-AdenoCA::S.94	49647	0.984	11461.111	23.085%	2100.136	18.087%	0.06337	0.98
Eso-AdenoCA::S.95	15310	0.975	2610.595	17.052%	423.747	22.36%	0.02923	0.919
Eso-AdenoCA::S.96	28814	0.965	7749.646	26.895%	1885.316	26.565%	0.05992	0.959
Eso-AdenoCA::S.97	21227	0.992	2929.867	13.803%	455.721	12.273%	0.01813	0.989
Eso-AdenoCA::S.98	17427	0.985	2781.719	15.962%	661.731	18.017%	0.02453	0.98
Eso-AdenoCA::S.99	33355	0.982	6292.6	18.866%	939.274	20.007%	0.03018	0.966
Eso-AdenoCA::S.100	25608	0.993	2980.823	11.64%	464.888	11.631%	0.01312	0.988
