Sample,SBS1,SBS2,SBS4,SBS5,SBS12,SBS13,SBS18,SBS22a,SBS22b,SBS40a,SBS40b,SBS40c
Kidney-RCC::S.24,0.0,0.0,552.3472981488478,0.0,75.9060235222238,14.217678943928362,18.938433292756553,0.0,54.443124719452484,0.0,1409.8295544943182,0.0
Kidney-RCC::S.25,319.6388879176823,241.08470688242744,0.0,286.3563966303596,0.0,93.46125367593397,137.4957650493782,19249.28312586563,6137.6645678312825,0.0,0.0,0.0
Kidney-RCC::S.26,104.59084383948691,55.6071605128625,32.28299940674428,0.0,0.0,10.18719886100907,0.0,0.0,0.0,1206.9669079635441,797.6188414661345,78.79646546068913
Kidney-RCC::S.27,138.91608333905265,0.0,50.46293548296481,0.0,47.275365761175294,33.88816020064159,0.0,6.888133340761631,3.882172985398424,985.3785117907444,898.9317023845625,67.22502642988002
Kidney-RCC::S.28,261.08371840818415,62.39682628316595,0.0,128.45363015315726,0.0,26.047088651268158,22.534135239186618,0.0,88.07957520806895,2075.0809202707637,1166.433385275199,1527.845759677857
Kidney-RCC::S.29,461.2219837220704,58.37351550729279,987.0693914926254,0.0,31.404327488642355,5.200182317538044,34.61832548941253,0.0,0.0,0.0,1491.0663348270125,0.0
Kidney-RCC::S.30,353.17000460914215,29.764331273704066,654.5696336286335,0.0,0.0,0.0,0.0,0.0,0.0,3426.8680595169035,1298.7348551911116,211.66572398538594
Kidney-RCC::S.31,149.2810286658672,29.141261537117696,53.05330074124332,38.862164227679045,0.0,0.0,0.0,6.294068647658388,31.5344806142806,493.1261939094959,857.6002737717895,1669.2916587828524
Kidney-RCC::S.32,0.6586198556229148,77.5266370619184,140.4760629329235,0.0,124.97618055258006,0.0,0.0,1102.9594565636828,4573.739224654947,992.7113107948599,2150.2952108321597,0.0
Kidney-RCC::S.33,132.68493145443696,38.286055620233675,435.191817285503,1515.3606390612852,0.0,1.6472941779301475,0.0,0.0,83.59807631490771,2606.2449386524518,673.2458308460448,0.0
Kidney-RCC::S.34,152.5464801540697,0.0,564.6017939867533,0.0,25.017057407217727,2.4407354305035174,113.06988947036147,44.650710370222065,0.0,47.90927347245916,441.71090843794843,0.0
Kidney-RCC::S.35,167.47516241872276,66.07969925205401,904.2990987161129,126.31346987548741,0.0,0.0,0.0,0.0,0.0,2210.989322987507,2810.0794384158075,0.0
Kidney-RCC::S.36,0.0,0.03612418087737085,0.0,0.0,52.539006868313855,27.130347301626568,0.0,12.945520262078961,0.0,120.97269649253215,811.6782289258068,2.689060487521559
Kidney-RCC::S.37,7.528157922726925,0.0,10.85002461585548,0.0,23.04757830122858,7.070988225544391,111.1029239507852,2.217137578856627,61.176986357200136,1089.4873925443287,0.0,0.0
Kidney-RCC::S.38,204.3616642135783,15.56152523906182,403.3870260894878,27.120412939314825,8.28038691377386,0.0,107.22545005529967,0.0,44.335023340407,1509.7838622858828,376.64473551281327,0.0
Kidney-RCC::S.39,117.5167178617843,3.1515832234633714,405.99563117973213,0.0,0.0,0.0,0.0,26.174093568054833,12.395915399421641,1253.94423924169,0.0,0.0
Kidney-RCC::S.40,0.0,26.494311206078738,0.0,29.95308658594936,0.0,0.0,0.0,0.0,0.0,0.0,1098.21001939368,0.0
Kidney-RCC::S.41,0.24627256416665014,0.0,0.0,1622.0538770749138,0.0,133.02065627298273,39.348813140833585,0.0,0.0,1441.4367796757535,523.3621551871561,0.0
Kidney-RCC::S.42,222.3842747784459,32.23469497721584,0.0,1254.046797057023,1204.0330439163372,0.0,25.650344675167947,848.3317041920853,0.0,846.837679893662,778.8916063839557,288.31075292114537
Kidney-RCC::S.43,335.4168390071882,59.63378945517565,1245.9132020571994,1558.418741732723,73.96600045787214,21.252112388460862,0.0,0.0,47.87702158334986,1084.4855713375857,1251.1655766422402,85.92367018852259
Kidney-RCC::S.44,189.8655640426577,7.944417528357654,0.0,45.98598827819061,0.0,404.2834448453008,10.816512293115906,72.21904094474961,377.536008682277,914.9146072880837,1030.4474853830386,60.91271244327665
Kidney-RCC::S.45,122.30379767180547,21.93409187067789,296.06436341109224,71.38294216290319,0.0,0.0,36.73132869558275,8.095995408215389,0.0,1666.8659383306926,1506.3692583351735,72.43018663607084
Kidney-RCC::S.46,296.43602195788645,18.431448272218116,120.72377366630961,0.0,45.558431708259036,20.103415141067973,0.0,0.0,0.0,1398.2373241878388,1323.6042073018195,71.42942307306953
Kidney-RCC::S.47,144.33389331024827,0.0,491.0444127565973,0.0,0.0,25.341599868571993,11.264014451568366,0.0,0.0,671.3346577293365,3208.761032871791,31.05331558224966
Kidney-RCC::S.48,415.45428422904234,121.34820464616215,107.97861424699758,739.7224563271486,0.0,8.750476018501034,5.134228760420598,52.28610725458253,1826.223341670992,1248.8595499773169,1000.6462477262578,0.0
Kidney-RCC::S.49,147.35540376188155,30.541755139212754,256.64271362531633,0.0,0.0,15.737019625336652,0.0,0.0,0.0,1707.9660769898921,1088.5287233276117,117.8359105632122
Kidney-RCC::S.50,213.70502167665956,0.0,1241.1669537222824,89.5213172935909,64.10619558173792,0.0,69.14409088888877,0.0,0.0,1366.3248682507738,1477.867212317814,0.0
Kidney-RCC::S.51,369.5495823222013,56.09570936625344,129.25839224305574,0.0,0.0,0.0,380.1914431450937,0.0,12.939179311802373,1695.1893500070769,31.413185119142025,33.97136062372597
Kidney-RCC::S.52,258.3064688267617,42.26166981450543,0.0,0.0,0.0,1.2909004701152595,0.0,10.975305603875537,13.703012696853595,2120.946894760721,1460.4292738304414,0.0
Kidney-RCC::S.53,504.7572927892014,7.826179405622153,0.0,0.0,75.47594642544891,0.0,0.0,0.0,0.0,2090.448175980909,1215.5117230362916,0.0
Kidney-RCC::S.54,72.68921735731779,0.0,1707.699930068614,0.0,21.899805461702446,11.273010812332515,0.0,0.0,0.0,0.0,886.3494644296669,0.0
Kidney-RCC::S.55,514.4452811826235,31.05845391240552,290.92305369272316,0.0,0.0,3.7946234399442673,217.29619802318092,37.19051891653976,0.0,1839.392350851709,498.11320387692484,120.16277169264639
Kidney-RCC::S.56,0.0,25.328812619698553,0.0,0.0,0.0,14.155167138793848,0.0,1245.0054205989493,137.1543905222683,558.8984594317774,1683.0869022536485,401.21353668031855
Kidney-RCC::S.57,111.89788230072104,0.0,521.9743803110132,0.0,0.0,0.0,177.57404147397912,0.0,0.0,1288.1070832311593,2096.4417577569075,254.33821607354486
Kidney-RCC::S.58,446.8742091295782,21.486189752339186,0.0,226.79110796059896,0.0,13.291404644996591,2398.6557823330845,19.157459497694607,0.0,0.0,1466.469041013741,312.82091315693725
Kidney-RCC::S.59,18.739718726653017,53.27938027254314,1129.520096614059,0.0,0.0,13.486854780104293,145.61889709793624,0.0,0.0,1914.232408319297,2065.479773031942,164.32378173086124
Kidney-RCC::S.60,270.8988042155899,14.93436190422016,921.0638952254595,0.0,23.563276141105256,10.284702067494973,0.0,23.139915754337316,0.0,1140.7813956690586,0.0,0.0
Kidney-RCC::S.61,0.0,53.51352175507208,1222.4995751233025,0.0,0.0,0.0,1643.7042970645891,0.0,8.958952222947175,886.3323432509044,92.1424121712819,184.82639492616556
Kidney-RCC::S.62,0.0,61.212250467599304,0.0,915.1382926058661,0.0,17.40403910810915,47.58252444887682,0.0,72.97038672022659,2343.838883196411,832.3472552447415,725.0838668215778
Kidney-RCC::S.63,30.581427477230328,0.0,405.38939669773873,0.0,0.0,38.588338868832544,0.0,16.655135655575133,0.0,2487.6336806325153,1448.8150030713286,0.0
Kidney-RCC::S.64,25.88013483500204,88.81826312836193,1500.844377778431,0.0,39.14889311812595,25.966059307294696,0.0,0.0,0.0,2718.432594950526,725.0205471180049,126.44139733685185
Kidney-RCC::S.65,79.65001135979638,13.969651187697266,1324.3743028635736,0.0,0.0,45.98347978769166,169.0605879784224,19.330789638978164,7.95731506988236,2249.637835552888,1951.9410661444715,1697.9238442839269
Kidney-RCC::S.66,297.91913269209243,0.0,0.0,889.0828162752499,0.0,485.04795019167466,45.50261567722474,44.910121483030636,0.0,1465.9361051952496,2445.6687171488106,1920.0817300973042
Kidney-RCC::S.67,148.3932210516917,49.235222993182134,37.384530565849715,0.0,0.0,297.6968262966377,343.91328275725226,0.0,0.0,579.2637444744237,755.0840334951631,0.0
Kidney-RCC::S.68,151.14645614279175,30.51522377254526,22.517618460101517,0.0,47.41099250224462,196.72062695071855,0.0,0.0,7.217726397195574,832.8897197475081,500.028925761158,0.0
Kidney-RCC::S.69,131.57092843363887,0.0,47.83087483846282,187.87372164232943,0.0,62.566561749270114,19.523340875087612,0.0,0.0,1800.4331940896134,1006.200312630605,0.0
Kidney-RCC::S.70,237.64243122942594,0.0,491.9158283183073,1024.4927382807784,0.0,21.78297686159555,0.0,4.562861811305818,0.0,3.2316399025202616,859.3702749122299,0.0
Kidney-RCC::S.71,170.66788592671026,13.388830776657219,1056.9396675538108,0.0,0.0,17.352507079536135,42.33584129111634,0.0,31.016973672966284,2536.886706519218,763.0994746125733,0.0
Kidney-RCC::S.72,253.62412458887837,38.9719899773608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.2018351205377,1331.3830964937376,0.0
Kidney-RCC::S.73,346.17578786634215,47.79690557847011,69.86649426058848,0.0,0.0,4.31671431783434,0.0,0.0,0.0,3870.6575821371935,1781.9264673530356,0.0
Kidney-RCC::S.74,93.65203195201863,37.61297991770401,838.6574949445061,0.0,0.0,4.690378056644648,0.0,0.0,0.0,1225.0880056775788,0.0,1745.403925490241
Kidney-RCC::S.75,14.269204945506804,0.0,0.0,0.0,0.0,0.0,0.0,205.4850679188297,2110.697676602258,0.0,2973.1053779331573,0.0
Kidney-RCC::S.76,268.5061226975761,5.221946224964288,479.15212847671376,0.0,7.86514879644123,3.3669915890254885,0.0,0.0,19.482024560147114,83.23110616993785,724.7319717150169,0.0
Kidney-RCC::S.77,221.80492249143444,0.0,571.3260899631181,905.6884206445706,48.35690929789951,0.0,66.72046377831083,0.0,16.45710162227463,1460.3987670275492,1446.0888005162637,0.0
Kidney-RCC::S.78,6.20662103637405,0.0,1312.5591909804762,161.55634254929166,0.0,122.68622370100748,0.0,0.0,0.0,2566.315026386336,2101.5143983619673,1060.96924665661
Kidney-RCC::S.79,225.11147149907592,14.449036627922055,491.85476592202235,0.0,0.0,0.0,48.98439494075384,37.65230293472718,21.590566160714292,0.0,1302.3643311682529,0.0
Kidney-RCC::S.80,225.10380379801532,0.0,0.0,1672.984063088225,0.0,0.0,0.0,8.028590157965782,0.0,1547.9634580711784,125.39758423206268,0.0
Kidney-RCC::S.81,122.41293423867499,26.343316522033394,896.707258061921,0.0,0.0,7.1795499454875,0.0,58.80743725337284,0.0,841.5378014961291,0.0,2259.4902999963538
Kidney-RCC::S.82,324.83589010367115,0.0,2273.7108863194226,0.0,18.190661385728294,203.19410669992183,60.30579437222445,7320.084294242574,2025.9288054512442,975.0799119414679,889.4556397714708,0.0
Kidney-RCC::S.83,119.46512333332412,43.46296092306917,0.0,0.0,0.0,0.0,5.206113490110992,0.0,0.0,1324.7498973348804,1367.2445968511192,0.0
Kidney-RCC::S.84,11.727315465307912,0.0,0.0,82.43975602660078,0.0,0.0,0.0,14.967347929343088,0.0,1146.3756796462358,1094.4431630167628,0.0
Kidney-RCC::S.85,204.6847243360698,21.80028780018806,0.0,0.0,0.0,10.691053667197835,4.18701168663748,0.0,0.0,965.115641858041,2175.967790228762,374.0689898924567
Kidney-RCC::S.86,500.6109309368491,8.37072640853477,202.04706692852542,0.0,0.0,38.04521362803484,207.0399987648248,20.43310580869159,2102.2013682510137,1050.4913304543913,520.6531249428043,0.0
Kidney-RCC::S.87,18.216054836365256,0.0,0.0,0.0,0.0,0.0,154.63398048842615,0.0,0.0,2069.2003279398195,1743.9535029222614,0.3388808387517047
Kidney-RCC::S.88,231.35373143244135,0.0,1160.1736175825406,0.0,102.59857197139699,13.647859009944469,0.0,94.81079651460549,0.0,2218.8545597910925,0.0,1107.159225568391
Kidney-RCC::S.89,207.02249121879137,21.739638583439405,0.0,68.3709832820322,0.0,70.09525885238732,14.774040379428257,0.0,8.840473918479102,1383.1691361905796,2459.284790456567,217.35407041669234
Kidney-RCC::S.90,20.039746301745545,8.843212323325861,473.1822351200556,0.0,55.17227970075684,0.0,0.0,0.0,0.0,1149.5574508238958,375.94114763076436,0.0
Kidney-RCC::S.91,68.88195665424158,49.09432097532442,1698.669452919547,1605.8992392143741,0.0,0.0,0.0,80.54894033061349,0.0,857.6779224318024,112.96790110772811,565.2217511073034
Kidney-RCC::S.92,18.209378060924646,16.928906688726276,256.57881387990557,1665.2476542711292,13.931525725459593,16.30674059270841,880.613673027938,0.0,48.55724783109637,810.3427767893178,1480.1951348729278,72.00394248249061
Kidney-RCC::S.93,0.0,0.0,499.6338393815117,762.4229580438792,71.46710506415872,0.0,0.0,28.314994116225332,0.0,1532.278213565444,1078.182808625173,886.6629786800132
Kidney-RCC::S.94,182.33114724058174,7.193404784070124,418.668962132117,0.0,11.60407018224531,0.0,37.2260937062208,2.360761657352388,132.67256593965942,2730.771738134522,1123.2037664925613,0.0
Kidney-RCC::S.95,398.1904632393502,17.151707555862767,920.5106937413873,0.0,12.971180803204668,0.0,79.3204371377164,0.0,15.762059327663485,3390.304460587882,1002.2162408978065,0.0
Kidney-RCC::S.96,5.354093136163018,35.3979310446022,1266.6478245679875,217.5718310491275,0.0,147.8673379593797,83.2517101783511,0.0,8.760377918778483,1086.0933069798998,763.357418195995,3.991089017233539
Kidney-RCC::S.97,44.16772812471628,7.061286303380262,958.817775131525,0.0,0.0,0.0,0.0,13.158229867153105,0.0,1116.3597742395748,0.0,129.19155363721066
Kidney-RCC::S.98,301.9454782546083,58.02901954650396,1862.0365236853397,0.0,0.0,251.05104465186142,0.0,27.174256903497504,0.0,649.6580502780174,1313.9265747491372,0.0
Kidney-RCC::S.99,320.59316018472265,8.674262081268859,3.760095116122042,0.0,0.0,0.0,61.423215230828816,0.0,16.39075355284532,2326.781500207275,1896.4936074714876,89.45306668343306
