Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.26	2262	0.979	430.301	19.023%	61.989	20.673%	0.03246	0.947
Kidney-RCC::S.27	2220	0.967	472.637	21.29%	72.621	25.442%	0.03904	0.909
Kidney-RCC::S.28	5325	0.99	681.222	12.793%	95.432	14.264%	0.01374	0.97
Kidney-RCC::S.29	3084	0.978	585.107	18.972%	87.864	20.964%	0.02889	0.948
Kidney-RCC::S.30	5836	0.962	1359.667	23.298%	222.123	28.721%	0.04913	0.914
Kidney-RCC::S.31	3320	0.974	633.783	19.09%	91.996	22.546%	0.02909	0.915
Kidney-RCC::S.32	9051	0.978	1746.529	19.297%	324.157	21.129%	0.0307	0.965
Kidney-RCC::S.33	5361	0.978	1041.426	19.426%	146.412	21.205%	0.03018	0.943
Kidney-RCC::S.34	1418	0.97	319.192	22.51%	46.756	24.288%	0.04954	0.931
Kidney-RCC::S.35	6186	0.985	877.937	14.192%	133.374	17.09%	0.01676	0.958
Kidney-RCC::S.36	993	0.95	300.791	30.291%	42.63	31.335%	0.07867	0.884
Kidney-RCC::S.37	1321	0.939	428.19	32.414%	64.781	34.898%	0.08133	0.869
Kidney-RCC::S.38	2669	0.975	560.054	20.984%	78.957	22.139%	0.04008	0.941
Kidney-RCC::S.39	1822	0.962	440.793	24.193%	68.987	27.314%	0.05363	0.915
Kidney-RCC::S.40	1126	0.963	312.136	27.721%	42.973	27.258%	0.06391	0.92
Kidney-RCC::S.41	3762	0.98	664.845	17.673%	96.115	20.109%	0.0269	0.946
Kidney-RCC::S.42	5486	0.981	965.344	17.597%	135.723	19.385%	0.02839	0.95
Kidney-RCC::S.43	5762	0.979	1020.587	17.712%	144.662	20.625%	0.02423	0.926
Kidney-RCC::S.44	3123	0.991	431.259	13.809%	59.194	13.773%	0.02068	0.979
Kidney-RCC::S.45	3789	0.98	681.461	17.985%	96.205	20.22%	0.02904	0.941
Kidney-RCC::S.46	3348	0.98	579.001	17.294%	85.113	20.021%	0.02821	0.945
Kidney-RCC::S.47	4630	0.971	914.122	19.743%	137.573	23.977%	0.03224	0.907
Kidney-RCC::S.48	5473	0.973	1145.293	20.926%	173.056	23.049%	0.03319	0.94
Kidney-RCC::S.49	3365	0.967	741.981	22.05%	111.539	25.7%	0.03987	0.91
Kidney-RCC::S.50	4507	0.982	723.313	16.049%	106.733	18.807%	0.02343	0.947
Kidney-RCC::S.51	2686	0.983	484.371	18.033%	74.306	18.402%	0.03258	0.968
Kidney-RCC::S.52	3950	0.984	620.458	15.708%	91.859	18.028%	0.02313	0.956
Kidney-RCC::S.53	3934	0.977	766.497	19.484%	115.582	21.534%	0.03121	0.947
Kidney-RCC::S.54	2651	0.977	562.809	21.23%	84.017	21.456%	0.03567	0.955
Kidney-RCC::S.55	3486	0.961	931.71	26.727%	145.254	28.67%	0.0597	0.925
Kidney-RCC::S.56	4053	0.976	845.419	20.859%	125.014	21.823%	0.0368	0.949
Kidney-RCC::S.57	4469	0.982	736.529	16.481%	104.901	19.127%	0.02234	0.939
Kidney-RCC::S.58	4910	0.987	789.264	16.075%	122.872	16.299%	0.02008	0.976
Kidney-RCC::S.59	5450	0.985	789.869	14.493%	119.15	17.179%	0.01802	0.958
Kidney-RCC::S.60	2371	0.982	479.686	20.231%	64.965	18.978%	0.03303	0.963
Kidney-RCC::S.61	4022	0.981	723.125	17.979%	133.264	19.664%	0.0279	0.969
Kidney-RCC::S.62	5061	0.971	1104.753	21.829%	158.033	24.636%	0.04107	0.925
Kidney-RCC::S.63	4433	0.969	979.469	22.095%	141.048	24.785%	0.04066	0.917
Kidney-RCC::S.64	5246	0.976	1033.699	19.705%	153.059	21.915%	0.03301	0.943
Kidney-RCC::S.65	7544	0.985	1076.194	14.266%	157.459	17.077%	0.01584	0.952
Kidney-RCC::S.66	7613	0.98	1261.17	16.566%	186.935	19.752%	0.02341	0.939
Kidney-RCC::S.67	2216	0.988	367.112	16.566%	49.853	15.459%	0.03118	0.976
Kidney-RCC::S.68	1769	0.97	410.411	23.2%	61.912	24.287%	0.04777	0.939
Kidney-RCC::S.69	3244	0.981	561.462	17.308%	81.801	19.604%	0.0263	0.947
Kidney-RCC::S.70	2636	0.979	494.214	18.749%	66.447	20.452%	0.02951	0.931
Kidney-RCC::S.71	4636	0.979	910.861	19.648%	127.379	21.188%	0.03377	0.947
Kidney-RCC::S.72	3163	0.978	556.177	17.584%	89.772	20.935%	0.02948	0.952
Kidney-RCC::S.73	6193	0.978	1042.513	16.834%	168.035	20.766%	0.02417	0.943
Kidney-RCC::S.74	3898	0.985	626.529	16.073%	84.941	17.058%	0.02021	0.96
Kidney-RCC::S.75	5185	0.979	1019.118	19.655%	158.533	20.307%	0.02796	0.962
Kidney-RCC::S.76	1613	0.972	380.995	23.62%	52.734	23.596%	0.05213	0.938
Kidney-RCC::S.77	4806	0.988	648.529	13.494%	90.111	15.664%	0.01524	0.955
Kidney-RCC::S.78	7297	0.985	1134.264	15.544%	158.351	17.509%	0.02033	0.951
Kidney-RCC::S.79	2131	0.974	447.745	21.011%	61.855	22.535%	0.03698	0.929
Kidney-RCC::S.80	3597	0.984	609.981	16.958%	83.079	17.789%	0.02149	0.958
Kidney-RCC::S.81	4198	0.975	809.483	19.283%	117.219	22.358%	0.02899	0.922
Kidney-RCC::S.82	14029	0.981	2865.977	20.429%	536.119	19.714%	0.04239	0.973
Kidney-RCC::S.83	2857	0.97	625.897	21.907%	91.253	24.414%	0.03593	0.921
Kidney-RCC::S.84	2375	0.977	459.97	19.367%	63.641	21.151%	0.03086	0.935
Kidney-RCC::S.85	3762	0.976	737.796	19.612%	104.375	21.965%	0.03124	0.929
Kidney-RCC::S.86	4672	0.957	1201.533	25.718%	208.468	29.428%	0.04575	0.923
Kidney-RCC::S.87	3903	0.98	684.355	17.534%	102.401	19.986%	0.02815	0.949
Kidney-RCC::S.88	4988	0.989	668.162	13.395%	95.549	15.255%	0.01573	0.967
Kidney-RCC::S.89	4442	0.983	708.904	15.959%	102.89	18.362%	0.02334	0.95
Kidney-RCC::S.90	2040	0.964	495.148	24.272%	72.669	26.712%	0.05517	0.912
Kidney-RCC::S.91	5013	0.975	977.306	19.495%	142.072	22.351%	0.03148	0.928
Kidney-RCC::S.92	5372	0.979	939.02	17.48%	133.688	20.453%	0.02508	0.932
Kidney-RCC::S.93	4813	0.971	1066.835	22.166%	143.326	24.208%	0.04081	0.909
Kidney-RCC::S.94	4644	0.973	985.344	21.218%	139.853	23.541%	0.04072	0.926
Kidney-RCC::S.95	5846	0.978	1059.191	18.118%	163.628	21.432%	0.03011	0.945
Kidney-RCC::S.96	3605	0.983	602.675	16.718%	87.752	18.352%	0.0256	0.958
Kidney-RCC::S.97	2225	0.978	399.972	17.976%	66.492	20.937%	0.03587	0.954
Kidney-RCC::S.98	4423	0.981	799.345	18.072%	115.869	19.426%	0.02851	0.955
Kidney-RCC::S.99	4722	0.981	783.685	16.596%	116.919	19.214%	0.02238	0.949
