"","Tool","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.spec","med.spec","m.scaled_L2","med.scaled_L2","m.KL","med.KL","m.sum_sens_spec","med.sum_sens_spec"
"11","msa_default",2.60567004912685,2.65695123157287,0.313437191123548,0.867235079009589,0.888888888888889,0.131617669677229,0.157256758633296,0.121790357651674,0.11879689710201,0.902792768959436,1,0.15222798231825,0.860134038800705,0.875,0.161307101731892,0.893276550609884,0.933333333333333,0.907789302455928,0.925280325168931,0.163648523554452,0.0645453500579703,1.79606931956932,1.83974358974359
"12","sigpro",2.56200686810188,2.62519348394065,0.362352231437267,0.850001171667838,0.873015873015873,0.145857292004962,0.188086165407824,0.123924856484194,0.179950656357589,0.794696208112875,0.8,0.199394000046301,0.955396825396825,1,0.113256852028427,0.979378434836768,1,0.88912573383785,0.928395122684467,0.366680993478402,0.13378035526268,1.77407464294964,1.8
"13","mp",2.55600562424773,2.61324930448267,0.361142674082756,0.819372091960327,0.857142857142857,0.181952578643079,0.159798608556502,0.1201604814274,0.136797417487878,0.755902116402116,0.8,0.238763082308893,0.959902116402116,1,0.108163875758894,0.974853317978318,1,0.907618505452008,0.927899800151999,0.255770737135749,0.104209958953989,1.73075543438043,1.75
"14","yapsa",2.48517299568657,2.53341889662323,0.347941502782386,0.790062468395802,0.8,0.169646199122892,0.170867127770216,0.143364157535262,0.115125371983452,0.708738536155203,0.75,0.220166014551423,0.947301587301587,1,0.123686360771842,0.972680153180153,1,0.901037450205161,0.916411437783081,0.273478522881254,0.211431108963113,1.68141868933536,1.66666666666667
"15","deconstruct",2.47741679796424,2.52828279345477,0.352322011055115,0.787308506308506,0.8,0.169162332012172,0.176410803446693,0.141374672146203,0.131451187837314,0.704235008818342,0.75,0.220456223612358,0.949592592592593,1,0.116669927151619,0.973446094029427,1,0.89901361606005,0.918825369392494,0.290057991376693,0.215306033011,1.67768110284777,1.66666666666667
"16","sigest",2.39042573465796,2.41536600829505,0.26372679327777,0.72528231596214,0.75,0.143233637183741,0.178292081476524,0.152020842065385,0.118234527256451,0.958045855379189,1,0.111352626200257,0.610671960755294,0.6,0.181228052869854,0.587911458820773,0.6,0.905350359126612,0.921062630289759,0.170997113926543,0.118317662627033,1.54595731419996,1.57142857142857
"17","sigspack",2.39042573465796,2.41536600829505,0.26372679327777,0.72528231596214,0.75,0.143233637183741,0.178292081476524,0.152020842065385,0.118234527256451,0.958045855379189,1,0.111352626200257,0.610671960755294,0.6,0.181228052869854,0.587911458820773,0.6,0.905350359126612,0.921062630289759,0.226392919970161,0.12454004565189,1.54595731419996,1.57142857142857
"18","mutsig",2.38067397513666,2.40971293449939,0.262193664458445,0.721095044265065,0.727272727272727,0.140079469817053,0.178821338191984,0.150711745950667,0.119054315566019,0.962949735449735,1,0.0961551942268,0.596545577878911,0.6,0.169533152382103,0.574418937453251,0.571428571428571,0.904927598059062,0.920958018385475,0.1713131332036,0.118071381250926,1.53736867290299,1.57142857142857
"19","siglasso",2.35462559536865,2.36464093128448,0.332464840097968,0.739778758278758,0.8,0.202576773170957,0.267590013096963,0.23319732975315,0.151866487422503,0.630421957671958,0.666666666666667,0.250035477888908,0.991793650793651,1,0.0477550127351983,0.994254409171076,1,0.846786076302785,0.867940749429587,0.516100269129647,0.384856545970883,1.62467636684303,1.66666666666667
"20","siglasso_wprior",2.32510397062476,2.33253663099986,0.338333695991786,0.764978795895463,0.8,0.188810895365583,0.328382360944908,0.286610300392634,0.202635585297657,0.656803791887125,0.666666666666667,0.239333357011864,0.99668253968254,1,0.0329101841019849,0.998042328042328,1,0.800923204801146,0.830069352337778,0.629481131348118,0.48187013349271,1.65484611992945,1.66666666666667
"21","sigfit",2.24508842756328,2.25741212273152,0.184157313383656,0.544772877592122,0.555555555555556,0.143925828209061,0.142657643087206,0.127588909518827,0.0897760731039921,1,1,0,0.387746070650482,0.384615384615385,0.136680149910538,0,0,0.929365432356474,0.938489817604086,0.123745873902009,0.105822941579859,1,1
