Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS24,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS38,SBS39,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44
Breast-AdenoCA::S.11,deconstruct,263.275767369772,0,0,0,1648.29611070625,0,0,0,0,0,0,0,0,0,0,444.471682473513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.12,deconstruct,837.122484319932,312.710321612731,558.680773710038,0,1714.3550571884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.13,deconstruct,0,4491.11526095548,0,0,0,0,0,0,0,0,0,1188.06105371363,0,0,0,2297.48158616663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.14,deconstruct,438.949771544214,0,0,0,3522.15041620669,0,0,0,0,0,0,0,0,0,0,1735.88541615116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.15,deconstruct,627.880436940803,6261.38089602141,0,0,3132.29048944273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.16,deconstruct,301.759812203593,0,0,0,871.180292831397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.17,deconstruct,670.95977950102,253.358783392663,0,0,1349.09084216816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.583965386443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.18,deconstruct,0,0,0,0,1747.19322581567,0,0,0,0,0,0,0,0,0,0,279.372934173592,0,0,0,0,0,1055.59049305249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.7163512682,0,0,0,0,0
Breast-AdenoCA::S.19,deconstruct,0,0,0,0,3691.11649147497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.20,deconstruct,0,0,2044.25839448097,0,1282.63147086275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.21,deconstruct,344.480177689693,1122.089488557,0,0,2963.33267292678,0,0,0,0,0,0,0,0,0,0,1011.3033263241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.22,deconstruct,0,0,0,0,1701.44917212961,0,0,0,0,0,0,667.080389375338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.23,deconstruct,0,1536.05877627075,3217.52014834448,0,2848.46345371754,0,0,0,0,0,0,0,0,0,0,3148.20813868535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.24,deconstruct,479.198863573631,3603.12917008003,0,0,927.227790909336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.444175437004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.25,deconstruct,450.434724016674,1521.54433326619,0,0,1386.49146783947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.973883873321,0,0,0,0,0
Breast-AdenoCA::S.26,deconstruct,0,1338.67538239126,0,0,1502.7599771159,0,0,0,0,0,0,0,0,0,0,2594.55635864958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.27,deconstruct,928.558883583373,624.650512813284,0,0,1633.0691537598,0,0,0,0,0,0,0,0,0,0,1140.91662564255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.85140775233,0,0,0,0,0
Breast-AdenoCA::S.28,deconstruct,900.395670979455,668.039464721323,3786.72547726727,0,1885.81038363667,0,0,0,0,0,0,0,0,0,0,1914.8751306308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.29,deconstruct,599.543596396412,0,0,0,4884.86547680144,0,0,0,0,0,0,0,0,0,0,819.39122862361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.978541979428,0
Breast-AdenoCA::S.30,deconstruct,0,738.332717537696,0,0,3922.40145159607,0,0,0,0,0,0,0,0,0,0,2829.46606952596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.458180021347,0,0,0,0,0
Breast-AdenoCA::S.31,deconstruct,439.993210086224,418.588048770434,0,0,1421.8114334271,0,0,0,0,0,0,0,0,0,0,1288.76489033635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.318186230652,0,0,0,0,0
Breast-AdenoCA::S.32,deconstruct,223.423384318113,0,0,0,2392.697286463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.385481961513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.33,deconstruct,560.46776942502,0,0,0,737.643934764297,0,0,0,0,0,0,0,0,0,0,1368.20884016974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.700842568371,0,0,0,0,0
Breast-AdenoCA::S.34,deconstruct,489.691937814798,0,0,0,2741.41427540732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.35,deconstruct,171.854362465134,0,0,0,1193.89554063559,0,0,0,0,0,0,0,0,0,0,142.057505693554,0,0,0,0,0,372.845064432242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.36,deconstruct,0,564.447802794538,4236.63576085177,0,2385.52927625049,0,0,0,0,0,0,0,0,0,0,1646.7566992191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.37,deconstruct,0,3468.55628796778,3564.26864084835,0,1720.60540603046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.38,deconstruct,836.468651794285,0,0,0,692.12679160365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.125898284556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.39,deconstruct,0,0,2911.97901125989,0,2679.42841281271,0,0,0,0,0,0,5573.01521662267,0,0,0,6081.96761168603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.40,deconstruct,365.162694276362,274.730023996262,0,0,1753.75965194145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.41,deconstruct,0,0,10200.2916639841,0,4017.62737843779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.42,deconstruct,436.334572187063,0,0,0,4213.34620122254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.228810950764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.43,deconstruct,0,0,2888.02149212255,0,474.547585307245,0,0,0,0,0,0,0,0,0,0,596.529941835424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.44,deconstruct,540.932472097691,4589.67513401213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.36011539132,0,0,0,0,0
Breast-AdenoCA::S.45,deconstruct,512.245231243222,0,0,0,891.241938751363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.46,deconstruct,0,1067.92968085784,4323.56358853391,0,4611.42502720894,0,0,0,0,0,0,0,0,0,0,775.074112441883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.47,deconstruct,778.193374721011,0,4616.54138718446,0,798.780611560847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.48,deconstruct,656.638664954481,0,3195.80743871043,0,1856.4701218544,0,0,0,0,0,0,0,0,0,0,1918.2240937942,0,0,0,0,0,1079.79080957924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.49,deconstruct,0,8188.28912731941,0,0,0,0,0,0,0,0,0,0,0,0,0,2684.70488059541,0,0,0,0,0,1002.01153060859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.99446147658,0,0,0,0,0
Breast-AdenoCA::S.50,deconstruct,0,1078.47243097552,7911.53531607487,0,1638.81594771304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823.640367256409,0
Breast-AdenoCA::S.51,deconstruct,0,783.23754555755,451.135568758897,0,2711.40898770617,0,0,0,0,0,0,0,0,0,0,566.560898060201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.52,deconstruct,0,5165.21565550492,4724.31896006048,0,3041.03920931423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.53,deconstruct,327.600793505486,0,0,0,1859.82403720056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.54,deconstruct,0,2764.48438736241,10620.7838525853,0,1616.30222145801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.55,deconstruct,0,1678.72161966195,4834.20156653552,0,1543.4413975155,0,0,0,0,0,0,0,0,0,0,998.186236623605,0,0,0,0,0,878.770893132433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.56,deconstruct,241.9723533319,193.642270655452,0,0,973.210900903871,0,0,0,0,0,0,0,0,0,0,329.5829103264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.57,deconstruct,434.294703362855,421.229573957533,0,0,1439.6170550183,0,0,0,0,0,0,0,0,0,0,2265.58258784869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.276079812621,0,0,0,0,0
Breast-AdenoCA::S.58,deconstruct,0,0,8213.2026351092,0,1496.14715611695,0,0,0,0,0,0,0,0,0,0,4753.14903033744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.59,deconstruct,698.487432243751,0,0,0,439.624318673566,0,0,0,0,0,0,0,0,0,0,1723.48927839837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.39897068431,0,0,0,0,0
Breast-AdenoCA::S.60,deconstruct,0,1454.1280561698,0,0,1853.43137082505,0,0,0,0,0,0,0,0,0,0,11023.4209295099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.61,deconstruct,728.875840584588,0,0,0,1257.49053672676,0,0,0,0,0,0,0,0,0,0,1361.57650856982,0,0,0,0,2156.80674099898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212.22883299859,0,0,0,0,0
Breast-AdenoCA::S.62,deconstruct,201.163561355929,0,0,0,911.248818736038,0,0,0,0,0,0,0,0,0,0,141.221709241096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.63,deconstruct,0,733.811145922779,2906.51497774739,0,5969.90026691882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.64,deconstruct,0,2275.6012401111,0,0,2863.03071631878,0,0,0,0,0,0,0,0,0,0,2563.1013470236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.6129054885,0,0,0,0,0
Breast-AdenoCA::S.65,deconstruct,0,611.068158387264,0,0,0,0,0,0,0,0,0,0,0,0,0,6185.73950258344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.66,deconstruct,725.14089123851,1110.64849315235,0,0,1414.24264977479,0,0,0,0,0,0,0,0,0,0,2110.78040419901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.187561635345,0,0,0,0,0
Breast-AdenoCA::S.67,deconstruct,0,868.329867552688,3501.22905916686,0,1563.73545757011,0,0,0,0,0,0,0,0,0,0,2874.99869420398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072.52385184437,0,0,0,0,0
Breast-AdenoCA::S.68,deconstruct,0,799.540514296729,1462.44148379028,0,2063.71565217643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.134453582282,0,0,0,0,0
Breast-AdenoCA::S.69,deconstruct,0,0,0,0,1960.37819617864,0,0,0,0,0,0,0,0,0,0,6466.79063816853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.70,deconstruct,918.409687909036,0,0,0,1878.28537125952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.056577796576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.71,deconstruct,550.724236467236,1580.6704702492,0,0,1238.32538992817,0,0,0,0,0,0,0,0,0,0,1378.45256801287,0,0,0,0,0,617.804210918108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.72,deconstruct,938.002877202997,0,0,0,1340.73292711207,0,0,0,0,0,0,0,0,0,0,590.067200883205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.73,deconstruct,566.184529702426,110.443190564056,0,0,443.07920604158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.74,deconstruct,0,3458.16969199111,1625.3222896594,0,0,0,0,0,0,0,0,0,0,0,0,10174.3836819248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.75,deconstruct,0,0,0,0,3315.30984474255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.836868412318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.76,deconstruct,0,0,4156.83825168328,0,3056.45585093385,0,0,0,0,0,0,0,0,0,0,5080.62784507637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.77,deconstruct,0,0,1937.27670886203,0,2114.25106549563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.78,deconstruct,0,760.569172823319,0,0,0,0,0,0,0,0,0,0,0,0,0,7198.27823116893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750.50396985749,0,0,0,0,0
Breast-AdenoCA::S.79,deconstruct,449.678658955714,1793.32800917916,0,0,735.513341630656,0,0,0,0,0,0,0,0,0,0,3183.34923818272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.130752051742,0,0,0,0,0
Breast-AdenoCA::S.80,deconstruct,0,7306.50657317455,0,0,4146.35621780394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.81,deconstruct,0,0,0,0,2702.84547100282,0,0,0,0,0,0,0,0,0,0,4346.18954392627,0,0,0,0,0,768.644301996583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.82,deconstruct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6756.4573930202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.598149852476,0,0,0,0,0
Breast-AdenoCA::S.83,deconstruct,0,1113.29217558071,3511.12389884575,0,3452.00558230945,0,0,0,0,0,0,0,0,0,0,1847.46111273803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.84,deconstruct,343.090841038213,0,0,0,2157.38531367259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.37083617965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.85,deconstruct,622.727252747589,0,0,0,3263.92967437766,0,0,0,0,0,2350.8871762515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.86,deconstruct,0,6883.65866809095,0,0,1572.03662612415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.87,deconstruct,0,0,10619.4662178782,0,1209.56034555444,0,0,0,0,0,0,0,0,0,0,2299.09280081009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.88,deconstruct,0,8950.52474676189,0,0,0,0,0,0,0,0,0,0,0,0,0,4123.31168320749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.89,deconstruct,586.488428082232,0,0,0,1767.48977377872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.406082679442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.90,deconstruct,488.125918415615,0,0,0,693.473401696363,0,0,0,0,0,0,2909.4592004626,0,0,0,818.109552429557,0,0,0,0,0,468.523504989005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.286293754657,0
Breast-AdenoCA::S.91,deconstruct,0,4123.48937288952,4772.64715574,0,2602.44136040841,0,0,0,0,0,0,0,0,0,0,1871.67392377202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515.23536906262,0,0,0,0,0
Breast-AdenoCA::S.92,deconstruct,0,0,3887.65565348443,0,2924.72464595607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.93,deconstruct,0,1563.52231211411,2348.75540169494,0,5346.97625232304,0,0,0,0,0,0,0,0,0,0,1006.83933508747,0,0,0,1187.51788750126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.94,deconstruct,0,272.350627429919,0,0,2300.97083595459,0,0,0,0,0,0,0,0,0,0,482.588086551925,0,0,0,0,0,608.732934869314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.141215357089,0
Breast-AdenoCA::S.95,deconstruct,566.92567699446,0,3527.62738773966,0,1560.96822177855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159.9050867574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.96,deconstruct,515.277609092851,0,0,0,1653.8906049314,0,0,0,0,0,0,0,0,0,0,2379.09061148717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.74117448857,0,0,0,0,0
Breast-AdenoCA::S.97,deconstruct,306.96998141877,513.098441328507,0,0,1315.01302766567,0,0,0,0,0,0,0,0,0,0,1138.92286676997,0,0,0,0,0,230.838449468377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.064643151524,0,0,0,0,0
Breast-AdenoCA::S.98,deconstruct,243.416330382546,1696.59493451242,0,0,826.341524264158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.99,deconstruct,747.174241358228,2572.20605794169,0,0,4288.79610399844,0,0,0,0,0,0,0,0,0,0,2300.76097539138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast-AdenoCA::S.100,deconstruct,345.882401425878,1037.03493004729,0,0,2241.1716275225,0,0,0,0,0,0,0,0,0,0,851.910913714588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.1,deconstruct,1539.46337342366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5793.41125429795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.2,deconstruct,1560.46642880144,0,0,0,1630.80343455132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4740.32722455948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902.72059608655,0,0,0,0,0
ColoRect-AdenoCA::S.3,deconstruct,2144.5367115944,0,0,0,1406.50722836203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5467.50713279945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.4,deconstruct,2351.11932352153,0,0,0,1542.38093003381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColoRect-AdenoCA::S.5,deconstruct,3461.27993999117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557.12489989679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20162.6657908597,0,0,0,0,0
ColoRect-AdenoCA::S.6,deconstruct,2675.0316085752,0,0,0,5845.85770504845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408.32957323432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9111.35063452748,0,0,0,0,0
