Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::S.61	14437	0.99	1867.058	12.932%	282.131	13.863%	0.01343	0.98
ColoRect-AdenoCA::S.62	21284	0.987	2636.809	12.389%	450.39	16.006%	0.01392	0.968
ColoRect-AdenoCA::S.63	19785	0.973	3830.673	19.362%	686.056	23.555%	0.02797	0.949
ColoRect-AdenoCA::S.64	18655	0.978	3355.924	17.989%	493.656	20.681%	0.0242	0.939
ColoRect-AdenoCA::S.65	15549	0.988	1992.046	12.811%	376.905	15.411%	0.01582	0.98
ColoRect-AdenoCA::S.66	10334	0.99	1411.38	13.658%	209.619	14.091%	0.01676	0.98
ColoRect-AdenoCA::S.67	11984	0.992	1590.086	13.268%	236.487	12.996%	0.01363	0.985
ColoRect-AdenoCA::S.68	14326	0.982	2395.363	16.72%	436.13	18.831%	0.02326	0.97
ColoRect-AdenoCA::S.69	15954	0.983	2390.474	14.984%	418.768	18.66%	0.01871	0.963
ColoRect-AdenoCA::S.70	22033	0.987	3119.471	14.158%	491.922	15.938%	0.01661	0.973
ColoRect-AdenoCA::POLE.S.1	950584	0.998	87772.459	9.234%	14545.858	5.548%	0.01047	0.998
ColoRect-AdenoCA::POLE.S.2	692666	0.998	65419.895	9.445%	12642.284	6.579%	0.01194	0.998
ColoRect-AdenoCA::POLE.S.3	631756	0.997	83147.627	13.161%	22141.957	7.661%	0.03208	0.997
ColoRect-AdenoCA::POLE.S.4	1359980	0.998	129428.438	9.517%	29044.423	6.47%	0.01117	0.998
ColoRect-AdenoCA::POLE.S.5	1391362	0.998	124095.354	8.919%	26055.052	5.753%	0.00781	0.998
ColoRect-AdenoCA::POLE.S.6	965664	1.0	64463.917	6.676%	12320.304	3.057%	0.00787	1.0
ColoRect-AdenoCA::POLE.S.7	1775220	0.999	186670.112	10.515%	43059.869	5.658%	0.01176	0.999
ColoRect-AdenoCA::POLE.S.8	1330630	0.997	200554.297	15.072%	51316.593	10.002%	0.02348	0.996
ColoRect-AdenoCA::POLE.S.9	1379527	0.998	182702.465	13.244%	34351.864	6.548%	0.02077	0.998
ColoRect-AdenoCA::POLE.S.10	1069811	0.999	128627.255	12.023%	30963.885	5.746%	0.03033	0.999
ColoRect-AdenoCA::POLE.S.11	303411	0.998	28658.325	9.445%	5200.892	6.068%	0.01038	0.998
ColoRect-AdenoCA::POLE.S.12	1563396	0.993	330146.226	21.117%	75021.086	13.053%	0.05079	0.993
ColoRect-AdenoCA::POLE.S.13	555337	0.998	57072.628	10.277%	11895.076	6.126%	0.01245	0.998
ColoRect-AdenoCA::POLE.S.14	973864	0.998	112858.867	11.589%	21993.424	7.244%	0.01377	0.998
